Date,"Close Price"
"2018-03-17 22:00:00",8011.27
"2018-03-17 23:00:00",7879.54
"2018-03-18 01:00:00",7703.89
"2018-03-18 02:00:00",7725.02
"2018-03-18 03:00:00",7628.93
"2018-03-18 04:00:00",7667.99
"2018-03-18 05:00:00",7580.66
"2018-03-18 06:00:00",7667.19
"2018-03-18 07:00:00",7757.44
"2018-03-18 08:00:00",7676.18
"2018-03-18 09:00:00",7757.05
"2018-03-18 10:00:00",7698.29
"2018-03-18 11:00:00",7588.32
"2018-03-18 12:00:00",7781.11
"2018-03-18 13:00:00",7712.94
"2018-03-18 13:31:00",7562.41

"This data was produced from the CoinDesk price page."
http://www.coindesk.com/price/
